text,label
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Validate PSR, Unable to compete MODASGN.Telephone,Error MessageThis circuit has multiple pins from different DSLAMS.   What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DD task. Task in BB COMP Work Queue, Telephone , Error MessageThe circuits for this service request are not complete. Please complete (or reverse if the order has been cancelled) the required engineering before completing this task. The DD on row  is violating the constraint. What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to compete REMASGN.Telephone,Error MessageThe circuits for this service request are not complete. Please complete (or reverse if the order has been cancelled) the required engineering before completing this task. The <DLRD> on row <> is violating the constraint.  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ORA- MSS TO MIROR CALL NOT SUCCESS TRYING TO CHG TN IN  FOR TN  CHG TO  PSR  ACCT  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Alternate contact phone number for yourself, if applicable -- Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ISR Groom Circuit Removal. Please remove the circuits listed from the ISRs per the attachment. What is your MSS Login ID  Customer Acct Number / PSR  / ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) eturnCd  - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution.  Message Exception Thrown Importing Order.  Message Unable to validate item  Product group .  Error Code Missing Data servItemID is required  for DISCONNECT orderitem.Error Code Unable to validate item  Product group . What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) UNABLE TO COMPLETE BBDES EXCEPTN; MULTIPLE PINS; / ARE ASSIGNED TWICE; UNABLE TO UNASSIGN ERROR= v_return_cd - v_return_textORA- Customer is assigned to multiple PINs ,,,,,.Please un-assign from the incorrect/invalid PIN() and validate. TN= What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to compete ADDASGN,Telephone,Error MessageExact Fetch returns more than requested number of row  What is your MSS Login ID  Customer Acct Number  PSR    ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DELEGDES task . Getting below error message. Task in EXCEPTION Work Queue,  Telephone , Error MessageReturnCd - - ReturnText exchange_carrier_circuit_id, of --- already exists.  Please change ecckt What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.)  Unable to Validate PSR. Getting below error message. ,  Telephone, Error Message There are In Service children that are not on the order. The item cannot be disconnected.(unable to disconnect suspend) What is your MSS Login ID  Customer Acct Number  PSR    ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to Validate PSR. Getting below error message. ,  Telephone , Error MessageThere are In Service children that are not on the order. The item cannot be disconnected.(unable to validate and unable to disconnected suspend non pay)this order must be disconnected order What is your MSS Login ID  Customer Acct Number  PSR    ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DELEGOCT task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error Messageexchange_carrier_circuit_id, of --- already exists.  Please change ecckt What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) UNABLE TO VALIDATE Error An Error occurred during the Custom Pre-Validation Procedure - ORA- The MSS FT TO BB is not found on the account. Phone   What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to validate PSR, Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS.  Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DD task.Telephone,Error MessageThe circuits for this service request are not complete. Please complete (or reverse if the order has been cancelled) the required engineering before completing this task. The <DD> on row <> is violating the constraint.   What is your MSS Login ID  Customer Acct Number  PSR    ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ReturnCd  - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API.JAVAXXML.WS.SOAP.SOAPFAULTEXCEPTION  ORG.OPENURI.WSEXCEPTION_EXCEPTION Exception Thrown Importing Order.  Message Unable to validate item  Product group .  Error Code Missing Data servItemID is required for DISCONNECT orderitem.Error Code Unable to validate item  Product group . What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Circuits /HCGS///US/ (rides  /TZ /CHRLNCRU /CHRLNCMTK), /HCGS///US/ (rides  /TZ /CHRLNCRU /CHRLNCMTK) and /HCGS///US/ (rides  /TZ /CHRLNCRU /CHRLNCMTK) all disconnected with NGMSS order .  If you look at hierarchy for each of the  facilities the DSs are still showing with disconnected behind the circuit ID.   Please remove DSs from hierarchy so Ts can be disconnected for cost savings. What is your MSS Login ID  Customer Acct Number / PSR  / ",Miscellaneous
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) UNABLE TO COMPLETE MODASGN  ReturnCd  - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution.  Message Exception Thrown Importing Order.  Message Unable to validate item  Product group . Error Code Service Item Broadband () cannot be disconnected because all its child items are not on this order. Error Code Service Item Broadband () cannot be disconnected because all its child items are not on this order.Error Code Unable to validate item  Product group . What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ORA- ERROR WHILE WORKING VCONDES. ERROR ORA- PIN TO WHICH THE CUSTOMER IS ASSIGNED IS NOT COMPATIBLE FOR THE SELECTED SPEED PRODUCT. PLEASE ASSIGN  COMPATIBLE PIN.  TN=  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ERROR AN ERROR OCCURRED DURING THE CUSTOM PRE-VALIDATION PROCEDURE - ORA- ORA- DISQUALIFIED BPQ RESPONSE MB RANGE MB-MB SPEED PRODUCT IS NOT QULAIFIED FOR THE TN   TN= What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.)  /TZ /ROCHNYK/ROCHNYXA shows in service  status on ch  but there is not ckt id or previous assignment available. Per Frontier the DS is spare.  need this channel to be made spare in Nexgen so Provisioning will work disco order. What is your MSS Login ID  ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) unable to push records through. getting error . ; ;  What is your MSS Login ID  ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) UNABLE TO VALIDATE Error An Error occurred during the Custom Pre-Validation Procedure - ORA-  The MSS FT TO BB is not found on the account. Phone   What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) What is your MSS Login ID  Customer Acct Number  PSR  ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) CANT VALIDATE; ERROR NOT ABLE TO FIND DSLAM WIRECENTER IN NEXTGEN MSS. (TN    -PIN ) What is your MSS Login ID  Customer Acct Number  PSR   ",Miscellaneous
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ORA- ERROR WHILE WORKING VCONDES. ERROR ORA- CUSTOMER WITH DYNAMIC OR RANGE PRODUCT SHOULD BE ASSIGNED ON DYNAMIC DSLAM.   TN=   TRIED MORE THAN ONE DSLAM. IT WOULDN' GO ON ANY OF THEM. THIS CUSTOMER WAS ALREADY ON PINS  & .  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.)  - DISC IN MIROR & -STILL SHOWS IN NEXT GEN EQUIP INVENTORY ON PIN- &  What is your MSS Login ID  Customer Acct Number  - PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) What is your MSS Login ID  Customer Acct Number  PSR  ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Cannot log in to NGMSS_RO via VPN. Other teammate using VPN also cannot log in. What is your MSS Login ID  Customer Acct Number / PSR  / ",Server Issue
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) EXCPTN ERROR v_return_cd - v_return_textCould not assign connectionsORA- cannot insert NULL into (ASAP.NS_COMP_REL.NS_COMP_ID_CHILD) What is your MSS Login ID  Customer Acct Number  PSR    ",Code
"Alternate contact phone number for yourself, if applicable  Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) What is your MSS Login ID  Customer Acct Number  PSR  ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) TN  What is your MSS Login ID  Customer Acct Number  PSR  ",Migration
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) UNABLE TO COMPLETE REMASGN ReturnCd  - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution.  Message Exception Thrown Importing Order.  Message Invalid order information, please verify.  Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. PHONE   What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) What is your MSS Login ID  Customer Acct Number  PSR  ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) UNABLE TO COMPLETE MOVE ORDER  v_return_cd - v_return_textCould not assign connectionsThe exchange / wire_center combination (CNCRNC/) is not found in MSS. PHONE   What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Alternate contact phone number for yourself, if applicable  Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) RETURNCD --RETURNTEXT UNABLE TO CREATEDELEGATED PSR ORDER IN NGMSS. ERROR RETURNED FROM API. JAVAX.XML.WS.SOAPFAULTEXCEPTION. ORG.OPENURIWSEXCEPTION_EXCEPTION EXCEPTION THWORN DURING ORDER API EXECUTION THROWN DURING ORDER API EXECUTION . MESSAGE EXCEPTION THROWN IMPORTING ORDER. MESSAGE THE CUSTOMER  HAS ACCOUNT STATUS DISCONNECTED OR PENDING DISCONNECT OR SUSPENDED. ORDERS CAN NOT BE ENTERED FOR THIS CUSTOMER ERROR CODE  THE CUSTOMER  ACCOUNT STATUS DISCONNECTED PENDING DISCONNECTED OR SUSPENDED ORDERS CANNOT BE ORDERED FOR THIS CUSTOMER -- What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) psr stuck in view only mode, unable to unassign or assign pins tn  What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) PSR IS STUCK IN DSLAMRES --  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) TRYING TO REMOVE SUSPEND FOR NON-PAY, GETTING SAME TN OR CUSTOMER HAS AN OPEN ORDER IN NEXTGEN MSS.  PLEASE COMPLETE, ETC.   DIDN' SEE ANOTHING OPEN, PLEASE REVIEW.   What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) --  ERROR-ReturnCd  - ReturnText One or more required Addresses have not been delegated to NGMSS What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ON  TRYING TO MOVE THIS CUST TO  DIFFERENT DW  GOT THE ERROR , ERROR DURING THE CUSTOM PREVALIDATION PROCEDURE THE PRILOC FOR THE PHYSICAL CONNECTIOM WAS NOT FOUND OR IS NOT AN END USER LOCATION What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to validate PSR, Telephone , Error MessageORA- no data found What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue,  Telephone , Error MessageUNABLE TO COMPLETE THE BBCOM What is your MSS Login ID  Customer Acct Number  PSR    ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue,  Telephone , Error MessageUNABLE TO COMPLETE BB COMP in hwin What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) What is your MSS Login ID  Customer Acct Number  PSR  ",Delegation
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) unable to close order  due to  dlr error  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete BBDES task. Getting below error message.Task in EXCEPTN Work Queue, Telephone , Error MessageCould not assign connectionsORA- no data found What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error Messageno error message while completing DELEGORD task What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete MODASGN task. Getting below error message. Task in MODASGN Work Queue, Telephone , Error MessageSelected product not qualified the both wire_centers What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) PSR locked by another user, Telephone , Error Message This order is already open by ) at // (LOCKED IN NGMSS) What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DD task. Task in BB COMP Work Queue, Telephone , Error Messageunable to complete BB COMP in HWIN What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to validate PSR, Telephone , Error MessageThere are In Service children that are not on the order. The item cannot be disconnected.(UNABLE TO DISCONNECT INSERVICE IPTV) What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) --  ERROR=THE TN REQUESTED IS ALREADY IN SERVICE What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) --  ERROR-TRYING TO DISC THIS CUST AND ONLY OPTION IS NEW What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to validate PSR, Telephone , Error Message Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS.  Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd  - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. Message Exception Thrown Importing Order.  Message Unable to validate item <<item >> Product group .  Error Code Missing Data servItemID is required for DISCONNECT orderitem.Error Code Unable to validate item <<item >> Product group .  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) --  ERROR-ORDER CANCELED INCORRECTLY AND IS STUCK IN EXCEPTION  What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue,  Telephone , Error Messageunable to find NGMSS Provisioning order Number in HWIN What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) HWIN STUCK IN NSP QUEUE  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to VALIDATE THE PSR. Error Unable to change the PHONE NUBER. TN  What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete BBCOMP QUEUE in NGMSS. Tn  What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete PCONDES MODASGN QUEUE. Error Physical citcuit is not assign to the port. Tn  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete BBCOMP QUEUE in NGMSS. Error The circuits for this service request are not complete. Please complete (or reverse if the order has been cancelled) the required engineering before completing this task. The DD on row    is violating the constraint. Tn  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to find BBCOMP QUEUE in NGMSS. Tn   What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) UNABLE TO VALIDATE THE PSR  ERROR AN ERROR OCCURRED DURING THE CUSTOMER PRE-VALIDATION PROCEDURE - ORA- THE MSS FT TO BB IS NOT FOUND ON THE ACCOUNT.  What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ReturnCd - - ReturnText exchange_carrier_circuit_id, of --- already exists.  Please change ecckt What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete BBCOMP QUEUE in NGMSS. Tn  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete BBCOMP QUEUE in NGMSS. Tn  What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) DB ERROR NO DATA FOUND ORA-EXACT FETCH RETURNS MORE What is your MSS Login ID  Customer Acct Number  PSR    ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) CANCELED PSR WILL NOT COMPLETE REMASGN / ORDER NOT SHOWING IN NEXTGEN/ PHONE  NEED TO DISC THIS SVC/ PLEASE INCLUDE THESE NOTES IN EMAILS What is your MSS Login ID  Customer Acct Number  PSR   ",User Request
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.)  - EXCEPTN-ADDASGNReturnCd--ReturnTextexchange_carrier_circut_id. of -- already exists.  Please change ecckt What is your MSS Login ID  Customer Acct Number  - PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) EXCEPTN/MODASGN/v_return_cd-v_return_textORA-MSS to MIROR. Call not success What is your MSS Login ID  Customer Acct Number  - PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.)  trying to move to correct pin cancelled order in progress  ReturnCd  - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution.  Message Exception Thrown Importing Order.  Message Unable to process item Mb/ Mb IPTV Product group . The Service Item  had already been disconnected on another order..  Error Code The Service Item  had already been disconnected on another order.Error Code Unable to process item Mb/ Mb IPTV Product group . The Service Item  had already been disconnected on another order..  What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) CANCELLING REMASGN/NOT APPEARING IN REMASGN TO CANCEL PSR What is your MSS Login ID  Customer Acct Number () - PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd  - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution.  Message Exception Thrown Importing Order.  Message Unable to process item Suspend Product group . The Service Item  cannot be marked for Pending Disconnect on this Order. They are marked for Pending Disconnect on another order..  Error Code The Service Item  cannot be marked for Pending Disconnect on this Order. They are marked for Pending Disconnect on another order.Error Code Unable to process item Suspend Product group . The Service Item  cannot be marked for Pending Disconnect on this Order. They are marked for Pending Disconnect on another order.. What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to validate PSR, Telephone , Error MessageIn order to add  new speed(mb/.mb)you must disconnect the old one. What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to validate PSR, Telephone , Error MessageIn order to add  new SPEED(Mb/) you must disconnect the old one. What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue,  Telephone , Error Messageunable to complete BBCOMP task What is your MSS Login ID  Customer Acct Number  PSR    ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to Validate PSR. Getting below error message. ,  Telephone , Error MessageSame TN or Customer has an Open Order in NextGen MSS.  Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. What is your MSS Login ID  Customer Acct Number  PSR    ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to validate PSR, Telephone , Error MessageIn order to add  new internet product you must isconnect odl the one What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete BBDES task. Getting below error message.Task in EXCEPTN Work Queue, Telephone , Error MessageThe mss exchange in not found on the account What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete MODASGN task. Getting below error message. Task in MODASGN Work Queue, Telephone , Error MessageORA-ERROR WHILE WORKING VCONDES. Error ORA- ORA- SP_QUALIFY_DUALQUAL ORA- Not able to find current speed product in NextGen MSS. What is your MSS Login ID  Customer Acct Number  PSR   ",Training
